Gene ID,Gene Name,Cluster 1 Weight,Cluster 1 UMI counts/cell,Cluster 2 Weight,Cluster 2 UMI counts/cell,Cluster 3 Weight,Cluster 3 UMI counts/cell,Cluster 4 Weight,Cluster 4 UMI counts/cell,Cluster 5 Weight,Cluster 5 UMI counts/cell,Cluster 6 Weight,Cluster 6 UMI counts/cell
ENSG00000160087,UBE2J2,24.857665498511793,0.12365204888569374,-58.355827569527854,0.10510948905109489,-7.4682465649956651,0.094285714285714292,-0.3359064909066391,0.0,-1.9107040914544255,0.18181818181818182,43.213019218374129,0.1717557251908397
ENSG00000230415,RP5-902P8.10,25.196383174642403,0.00071890726096333576,-13.185273089862232,0.0,-6.7370008488347066,0.0,-0.019248573853813327,0.0,-0.21173431239194657,0.0,-5.0431263496991177,0.0
ENSG00000131584,ACAP3,-19.882119682780385,0.020129403306973402,-14.460866900419983,0.024817518248175182,18.046987096566966,0.028571428571428571,-0.14686414536376038,0.0,-1.6155055990013645,0.0,18.058369230998178,0.038167938931297711
ENSG00000169972,PUSL1,5.8103871318595921,0.023005032350826744,8.2867406213529158,0.027737226277372264,-42.211102129424091,0.0057142857142857143,-0.14745234274037991,0.0,-1.6219757701441793,0.0,29.883402489096806,0.041984732824427481
ENSG00000127054,CPSF3L,6.7776864953522331,0.081955427749820273,-52.81214474453396,0.07153284671532846,17.808704716168343,0.18285714285714286,-0.25306410335472551,0.0,-2.7837051369019798,0.0,31.262522773271073,0.11068702290076336
ENSG00000224051,GLTPD1,72.977618851211616,0.038102084831056794,-52.946210063997363,0.018978102189781021,-15.081386785262987,0.017142857142857144,-0.1623562098570619,0.0,-1.7859183084276808,0.0,-3.0017474836660778,0.022900763358778626
ENSG00000169962,TAS1R3,25.196383174641291,0.00071890726096333576,-13.185273089861974,0.0,-6.7370008488345059,0.0,-0.019248573853813004,0.0,-0.2117343123919431,0.0,-5.0431263496989951,0.0
ENSG00000107404,DVL1,11.45681631856489,0.0021567217828900071,15.383000562665179,0.0029197080291970801,-15.054384468638279,0.0,-0.043012527053252619,0.0,-0.4731377975857789,0.0,-11.269282087952124,0.0
ENSG00000162576,MXRA8,55.968156083258762,0.0035945363048166786,-29.288148905294065,0.0,-14.964747615843963,0.0,-0.042756421759554131,0.0,-0.47032063935509544,0.0,-11.202182501003195,0.0
ENSG00000175756,AURKAIP1,-97.806484491170409,0.29618979151689434,86.904459274666564,0.51532846715328462,-30.417804778504987,0.26857142857142857,-0.58114930754738492,0.0,-1.9531627185671594,0.27272727272727271,43.854142021120268,0.51145038167938928
ENSG00000221978,CCNL2,-36.437675747320213,0.046728971962616821,18.386412003521503,0.07153284671532846,-7.9505455007161565,0.040000000000000001,-0.22256251524199952,0.0,-2.4481876676619949,0.0,28.672559427418317,0.083969465648854963
ENSG00000224870,RP4-758J18.2,44.642521523655923,0.042415528396836807,-73.4687977207454,0.020437956204379562,6.1556605163212588,0.040000000000000001,-0.18914299026566297,0.0,-2.0805728929222926,0.0,24.940331563955045,0.057251908396946563
ENSG00000242485,MRPL20,-41.855648286390078,0.304097771387491,77.48235942421779,0.42335766423357662,-51.593574451150779,0.28857142857142859,-0.52748248157319189,0.0,-4.6539037386418647,0.18181818181818182,21.148249533535925,0.36641221374045801
ENSG00000235098,ANKRD65,-37.810840626419342,0.0,54.772713056963561,0.0029197080291970801,-9.5138707543112702,0.0,-0.02718248786946071,0.0,-0.29900736656406779,0.0,-7.1218118217987438,0.0
ENSG00000215915,ATAD3C,-5.6908745626783945,0.0043134435657800141,-29.809136733569463,0.0,-15.230945776276384,0.0,-0.043516987932218469,0.0,-0.47868686725440318,0.0,51.25316092771088,0.072519083969465645
ENSG00000160072,ATAD3B,-3.4575141110297203,0.0086268871315600282,-30.280257330135147,0.0072992700729927005,25.357794483378044,0.02,-0.098280086299791569,0.0,-1.0810809492977071,0.0,9.5593379933850073,0.015267175572519083
ENSG00000197785,ATAD3A,-21.85672981011939,0.01509705248023005,8.8694137667274084,0.023357664233576641,-11.216190897035494,0.011428571428571429,-0.12949071295106748,0.0,-1.4243978424617421,0.0,25.757395495840001,0.038167938931297711
ENSG00000160075,SSU72,-51.523351298552925,0.40762041696621137,64.62053373326728,0.56058394160583946,-13.232087634994528,0.36285714285714288,-0.64828210392684005,0.0,0.69461246078173255,0.36363636363636365,0.088574843427192018,0.42366412213740456
ENSG00000215014,AL645728.1,12.785847230099098,0.011502516175413372,-7.3652780795368038,0.010218978102189781,-2.7268952643440389,0.0085714285714285719,-0.097214654452083396,0.0,-1.0693611989729175,0.0,-1.5270980327917898,0.011450381679389313
ENSG00000228594,C1orf233,-19.738218951901121,0.0021567217828900071,52.718253108989671,0.0087591240875912416,-18.498416594520911,0.0,-0.052852618841488619,0.0,-0.58137880725637481,0.0,-13.84738613646997,0.0
ENSG00000272106,RP11-345P4.9,3.59923736739165,0.013659237958303379,34.65285040005508,0.023357664233576641,-7.5464495804642802,0.0085714285714285719,-0.1120643729451903,0.0,-1.2327081023970932,0.0,-29.360865711639939,0.0
ENSG00000197530,MIB2,15.567178934309933,0.076204169662113588,-127.02463578058074,0.023357664233576641,-42.130000240774962,0.034285714285714287,-0.25426099219277276,0.0,-2.7968709141205004,0.0,156.63858899336191,0.23282442748091603
ENSG00000189409,MMP23B,-93.326400021135399,0.0021567217828900071,-55.521083433887384,0.0014598540145985401,-30.382853402351383,0.0,-0.086808152578146419,0.0,-0.95488967835961081,0.0,180.27203468831405,0.064885496183206104
ENSG00000248333,CDK11B,2.9597422075197546,0.021567217828900073,-0.038328317175019444,0.029197080291970802,-26.543619642387451,0.011428571428571429,-0.14429858790077224,0.0,0.39988933513590863,0.090909090909090912,23.36661500480783,0.034351145038167941
ENSG00000272004,RP11-345P4.10,34.06173954025482,0.0014378145219266715,-17.824516107772396,0.0,-9.107416989372858,0.0,-0.026021191398208066,0.0,-0.28623310538028879,0.0,-6.8175521463305513,0.0
ENSG00000189339,SLC35E2B,36.8342280297719,0.021567217828900073,-46.069824844341582,0.0087591240875912416,-24.522644013642662,0.0057142857142857143,-0.12498507488806972,0.0,-1.3748358237687668,0.0,35.258061726868249,0.030534351145038167
ENSG00000008128,CDK11A,-11.389058731564175,0.058231488138030196,17.194544924454792,0.084671532846715331,-33.829164051514084,0.031428571428571431,-0.23879792006542711,0.0,-2.6267771207196988,0.0,30.889252899409435,0.087786259541984726
ENSG00000215790,SLC35E2,38.343683104599435,0.0079079798705966927,-35.063139028961757,0.0029197080291970801,17.335433969225789,0.0085714285714285719,-0.075240795784174891,0.0,-0.82764875362592361,0.0,-19.713088495453885,0.0
ENSG00000008130,NADK,-168.31845183764676,0.018691588785046728,206.55875324159521,0.12846715328467154,-30.093224323893267,0.025714285714285714,-0.20670247215713974,0.0,-2.2737271937285368,0.0,-5.6666474141610301,0.041984732824427481
ENSG00000078369,GNB1,-129.01803494765593,0.084112149532710276,166.02393094195025,0.24817518248175183,-48.069277391649919,0.065714285714285711,-0.34204597835806871,0.0,3.6598065819802557,0.18181818181818182,7.745620793731149,0.13740458015267176
ENSG00000231050,RP1-140A9.1,-6.3541527168968033,0.00071890726096333576,2.2928656183549556,0.0014598540145985401,12.962788396966889,0.0028571428571428571,-0.032487231016148324,0.0,-0.35735954117763147,0.0,-8.5116545262308279,0.0
ENSG00000178821,TMEM52,8.7611621079130853,0.0014378145219266715,-22.699730270040696,0.0,-11.59840232775794,0.0,-0.033138292365022859,0.0,-0.36452121601525145,0.0,25.934629998265802,0.0038167938931297708
ENSG00000067606,PRKCZ,102.46516127131126,0.020848310567936738,-55.447857517245971,0.0043795620437956208,-37.815500037210434,0.0,-0.10804428582060102,0.0,-1.1884871440266112,0.0,-7.905272287009085,0.011450381679389313
ENSG00000271806,RP5-892K4.1,-47.578887473267478,0.0014378145219266715,36.314627453423675,0.0087591240875912416,27.121034511718641,0.0057142857142857143,-0.057871439751367361,0.0,-0.63658583726504092,0.0,-15.16231721485835,0.0
ENSG00000182873,RP11-181G12.2,-6.5777968430835729,0.00071890726096333576,-18.442107795796378,0.0,32.3967477571994,0.0028571428571428571,-0.026922785103352803,0.0,-0.29615063613688086,0.0,-7.0537696970784518,0.0
ENSG00000162585,C1orf86,-81.783666303627129,0.17757009345794392,90.377241342925956,0.37226277372262773,-7.0825379673922519,0.17142857142857143,-0.44003516614937077,0.0,-4.8403868276430781,0.0,3.7693849218843187,0.20229007633587787
ENSG00000269554,AL590822.2,43.517104242335783,0.0021567217828900071,-22.772510623375339,0.0,-11.635589369608022,0.0,-0.033244541056022883,0.0,-0.36568995161625162,0.0,-8.7100697566780045,0.0
ENSG00000203301,AL590822.1,-5.3100797125970578,0.00071890726096333576,-18.527933682496901,0.0,31.249186868093858,0.0028571428571428571,-0.027048078368609084,0.0,-0.29752886205469992,0.0,-7.0865965325755882,0.0
ENSG00000157933,SKI,42.586318775561459,0.027318475916606758,4.9690299770705391,0.023357664233576641,-30.646736314436858,0.011428571428571429,-0.14551982465509228,0.0,-1.6007180712060154,0.0,-15.162374542333476,0.011450381679389313
ENSG00000116151,MORN1,-26.774766230653597,0.0,-13.185273089862253,0.0,45.234148556461349,0.0028571428571428571,-0.019248573853813494,0.0,-0.2117343123919484,0.0,-5.043126349699139,0.0
ENSG00000157916,RER1,-96.975398732891961,0.24514737598849748,110.44620712595099,0.40729927007299271,-52.88942656151832,0.25428571428571428,-0.48676473388496916,0.0,-5.35441207273466,0.0,45.259794975081505,0.36641221374045801
ENSG00000157911,PEX10,-33.620944448214367,0.0079079798705966927,22.235388300462908,0.021897810218978103,1.2472695450605458,0.011428571428571429,-0.10690492876107925,0.0,-1.1759542163718717,0.0,11.421145747823463,0.019083969465648856
ENSG00000149527,PLCH2,13.865696807144005,0.0014378145219266715,-22.386005679909495,0.0,-11.438105091924655,0.0,-0.032680300262641793,0.0,-0.35948330288905972,0.0,20.35057756784278,0.0038167938931297708
ENSG00000157881,PANK4,35.585573727886128,0.02372393961179008,-42.620220402629812,0.014598540145985401,-32.516581268695717,0.0085714285714285719,-0.14031544636341056,0.0,-1.5434699099975164,0.0,41.23501329980207,0.041984732824427481
ENSG00000272449,RP3-395M20.12,-10.519678973228714,0.058231488138030196,59.364162785072821,0.11386861313868613,-51.420100832988517,0.022857142857142857,-0.24210674371944257,0.0,8.3610090918344238,0.18181818181818182,-5.5432853269699747,0.049618320610687022
ENSG00000157873,TNFRSF14,-0.090105200697879084,0.24874191229331416,-1.7862837421544817,0.32116788321167883,3.7983578990412328,0.22285714285714286,1.5818807867421087,1.0,-4.152061469921164,0.18181818181818182,0.64821172699205154,0.21755725190839695
ENSG00000228037,RP3-395M20.9,41.799513773607707,0.0079079798705966927,-36.423992105162668,0.0014598540145985401,12.405905592432937,0.0057142857142857143,-0.064895719930212287,0.0,-0.71385291923233496,0.0,-17.002678621715734,0.0
ENSG00000157870,FAM213B,53.189147792132033,0.018691588785046728,-17.751995037140905,0.01167883211678832,-35.936279387266474,0.0028571428571428571,-0.11632696185860773,0.0,-1.2795965804446852,0.0,1.8950501745804971,0.015267175572519083
ENSG00000142606,MMEL1,-27.96925747653512,0.002875629043853343,70.516416604605396,0.013138686131386862,-23.864592459655473,0.0,-0.068184549884729412,0.0,-0.75003004873202372,0.0,-17.864352069799214,0.0
ENSG00000215912,TTC34,5.7804302401616496,0.0014378145219266715,-12.990457504673643,0.0014598540145985401,-12.929209302065725,0.0,-0.036940598005901985,0.0,-0.40634657806492186,0.0,20.582523742648284,0.0038167938931297708
ENSG00000142611,PRDM16,-26.774766230652098,0.0,-13.185273089861015,0.0,-6.737000848834084,0.0,-0.019248573853811519,0.0,-0.21173431239192667,0.0,46.928023055593329,0.0038167938931297708
ENSG00000162591,MEGF6,51.886331711445692,0.0064701653486700216,-15.486739807157187,0.0014598540145985401,-20.416437766828867,0.0,-0.058332679333796447,0.0,-0.64165947267176093,0.0,-15.283161985454653,0.0
ENSG00000158109,TPRG1L,45.079715528176976,0.02372393961179008,-4.2901506399881235,0.023357664233576641,-38.400898211493214,0.0028571428571428571,-0.12805659318142415,0.0,0.99500243841071701,0.090909090909090912,-3.2556125219267491,0.015267175572519083
ENSG00000116213,WRAP73,-63.486844780155245,0.026599568655643422,-20.492182372553678,0.040875912408759124,24.516487203537466,0.042857142857142858,-0.18189381761163642,0.0,-2.000831993728001,0.0,61.645265760509425,0.087786259541984726
ENSG00000078900,TP73,-26.77476623065677,0.0,-13.185273089863177,0.0,-6.7370008488351143,0.0,-0.019248573853814718,0.0,-0.21173431239196194,0.0,46.9280230556002,0.0038167938931297708
ENSG00000227589,RP5-1092A11.5,-26.774766230656716,0.0,38.785876315435999,0.0014598540145985401,-6.7370008488350619,0.0,-0.01924857385381459,0.0,-0.2117343123919605,0.0,-5.0431263496993948,0.0
ENSG00000227372,TP73-AS1,64.558106526086959,0.016534867002156721,-38.406879159014565,0.0072992700729927005,2.5000095909413877,0.0085714285714285719,-0.10456655824092259,0.0,-1.1502321406501481,0.0,-27.396438259121641,0.0
ENSG00000235169,SMIM1,0.85525420126054419,0.0050323508267433505,29.676147207596294,0.0087591240875912416,-24.881776006163772,0.0,13.758159882115532,1.0,-0.7819986744794365,0.0,-18.625786610328316,0.0
ENSG00000130764,LRRC47,-9.0013913397429981,0.042415528396836807,-16.496616785077048,0.046715328467153282,-20.678137141153858,0.080000000000000002,-0.20293129248739283,0.0,-2.2322442173613219,0.0,48.6113207758236,0.091603053435114504
ENSG00000272153,RP1-286D6.5,25.196383174640019,0.00071890726096333576,-13.185273089862184,0.0,-6.7370008488346587,0.0,-0.019248573853813244,0.0,-0.21173431239194565,0.0,-5.0431263496990697,0.0
ENSG00000116198,CEP104,-46.358103786655818,0.018691588785046728,8.2550809350056262,0.029197080291970802,30.024926399041007,0.028571428571428571,-0.14610909336635988,0.0,-1.6072000270299585,0.0,9.8314055730048793,0.026717557251908396
ENSG00000169598,DFFB,-11.090544802785905,0.0086268871315600282,-3.403945599141144,0.01167883211678832,12.795376283124664,0.0085714285714285719,-0.091441011904821595,0.0,-1.0058511309530374,0.0,2.7964062616617369,0.011450381679389313
ENSG00000198912,C1orf174,-47.069236241746317,0.044572250179726818,-10.346679295795589,0.062773722627737227,-9.6944974704265956,0.040000000000000001,-0.22409983434105157,0.0,-2.4650981777515675,0.0,69.799611020059189,0.10687022900763359
ENSG00000236423,LINC01134,-26.774766230652194,0.0,38.785876315429292,0.0014598540145985401,-6.7370008488341773,0.0,-0.019248573853811991,0.0,-0.21173431239193186,0.0,-5.0431263496987446,0.0
ENSG00000131697,NPHP4,-43.163665361557143,0.0021567217828900071,81.960037622445412,0.01167883211678832,-21.760785723255719,0.0,-0.062173673495016131,0.0,-0.68391040844517748,0.0,-16.289502455694173,0.0
ENSG00000069424,KCNAB2,-54.172534238799301,0.084831056793673615,73.276830312714253,0.16058394160583941,-33.655727484078014,0.071428571428571425,-0.31170386379708548,0.0,-3.4287425017679403,0.0,18.291877775726881,0.1183206106870229
ENSG00000116251,RPL22,362.35614223855839,2.539180445722502,-252.30981869866849,1.813138686131387,38.028525395904254,1.9057142857142857,-1.6122014537423162,0.0,-17.356744550564073,0.090909090909090912,-129.10590293148451,1.2328244274809161
ENSG00000226944,RP1-120G22.11,14.832209535708365,0.00071890726096333576,-16.828238941702427,0.0,-8.5983702621837548,0.0,-0.024566772177668041,0.0,-0.2702344939543484,0.0,10.889200934310544,0.0038167938931297708
ENSG00000158286,RNF207,36.216016733397588,0.0064701653486700216,3.043716033040166,0.0043795620437956208,-22.020683442714372,0.0,-0.062916238407755537,0.0,-0.69207862248531071,0.0,-16.484054462831907,0.0
ENSG00000116237,ICMT,-23.805480887014724,0.022286125089863409,-26.352097795338189,0.023357664233576641,-10.334284474295579,0.014285714285714285,-0.15287149651650028,0.0,-1.6815864616815035,0.0,62.326321114845555,0.064885496183206104
ENSG00000225077,LINC00337,19.364434447068593,0.00071890726096333576,-15.546958868913372,0.0,-7.9437016118535562,0.0,-0.02269629031958172,0.0,-0.24965919351539897,0.0,4.3985815175325049,0.0038167938931297708
